North East Line,NE,17
NE1,Harborfront
NE3,Outram Park,3
NE4,Chinatown,1
NE5,Clarke Quay,3
NE6,Dhoby Ghaut,2
NE7,Little India,2
NE8,Farrer Park,2
NE9,Boon Keng,2
NE10,Potong Pasir,3
NE11,Woodleigh,2
NE12,Serangoon,2
NE13,Kovan,3
NE14,Hougang,2
NE15,Buangkok,2
NE16,Sengkang,2
NE17,Punggol,3
NE18,Punggol Coast,3
