杭州地铁1号线,HL1,34
HL101,湘湖
HL102,滨康路,3
HL103,西兴,2
HL104,滨和路,2
HL105,江陵路,3
HL106,近江,4
HL107,婺江路,2
HL108,城站,2
HL109,定安路,2
HL110,龙翔桥,2
HL111,凤起路,2
HL112,武林广场,2
HL113,西湖文化广场,2
HL114,打铁关,3
HL115,闸弄口,2
HL116,火车东站,3
HL117,彭埠,2
HL118,七堡,3
HL119,九和路,2
HL120,九堡,3
HL121,客运中心,2
HL122,下沙西,3
HL123,金沙湖,2
HL124,高沙路,2
HL125,文泽路,3
HL126,文海南路,2
HL127,云水,3
HL128,下沙江滨,4
HL129,临平,4
HL130,乔司南,3
HL131,乔司,2
HL132,翁梅,3
HL133,余杭高铁站,4
HL134,临平,3
